interval_begin;interval_end;interval_id;interval_sampledSeconds;interval_departed;interval_arrived;interval_entered;interval_left;interval_density;interval_laneDensity;interval_occupancy;interval_waitingTime;interval_timeLoss;interval_speed;interval_vaporized;typedInterval_begin;typedInterval_end;typedInterval_id;typedInterval_type;typedInterval_departed;typedInterval_arrived;typedInterval_entered;typedInterval_left;typedInterval_sampledSeconds;typedInterval_density;typedInterval_occupancy;typedInterval_waitingTime;typedInterval_timeLoss;typedInterval_speed;typedInterval_vaporized
31500.00;32400.00;e1Detector_-103281163#2_0_1167;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-114254840#1_0_74;178.11;0;0;172;171;13.95;6.97;3.49;0.00;2.54;13.63;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-114254840#1_1_75;178.11;0;0;172;171;13.95;6.97;3.49;0.00;2.54;13.63;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-114255526_0_252;3108.57;0;0;231;227;32.92;16.46;8.23;0.00;226.59;7.67;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-114255526_1_253;3108.57;0;0;231;227;32.92;16.46;8.23;0.00;226.59;7.67;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-122857296#1_0_435;196.99;0;0;28;28;2.45;2.45;1.22;0.00;9.59;12.72;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-122857296#1_0_506;201.40;0;0;28;28;2.50;2.50;1.25;0.00;13.99;12.44;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-134123085#2_0_328;6162.49;0;0;222;214;103.35;51.68;25.84;0.00;5089.78;2.38;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-134123085#2_1_329;6162.49;0;0;222;214;103.35;51.68;25.84;0.00;5089.78;2.38;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-134575642_1_191;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-141433955_0_527;768.13;0;0;234;234;19.16;9.58;4.79;0.00;12.01;13.57;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-141433955_1_526;768.13;0;0;234;234;19.16;9.58;4.79;0.00;12.01;13.57;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-143303450_0_388;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-143304972#1_0_189;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-143304972#1_1_190;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-146645330_0_1489;734.59;0;0;94;94;8.20;8.20;4.10;0.00;69.26;12.62;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-146800313#2_0_139;15305.31;0;0;63;61;342.86;114.29;57.14;0.00;15066.08;0.22;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-146800313#2_1_138;15305.31;0;0;63;61;342.86;114.29;57.14;0.00;15066.08;0.22;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-146800313#2_2_137;15305.31;0;0;63;61;342.86;114.29;57.14;0.00;15066.08;0.22;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-147926678#4_0_82;469.47;0;12;66;53;5.70;2.85;1.43;0.00;18.65;12.76;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-147926678#4_1_83;469.47;0;12;66;53;5.70;2.85;1.43;0.00;18.65;12.76;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-151087449#2_0_501;265.99;0;0;37;37;3.12;3.12;1.56;0.00;3.06;13.16;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-151087452#4_0_1057;6579.47;0;0;63;51;74.60;74.60;37.30;0.00;6126.99;0.93;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-151145694_0_886;508.87;0;0;67;68;5.49;2.75;1.37;0.00;8.71;13.64;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-151754277#1_1_1010;344.16;0;0;173;173;14.73;7.37;3.68;0.00;13.10;13.05;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-151782111#2_0_602;487.94;15;8;70;76;7.45;2.48;1.24;0.00;32.33;12.59;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-151782111#2_1_603;487.94;15;8;70;76;7.45;2.48;1.24;0.00;32.33;12.59;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-151782111#2_2_604;487.94;15;8;70;76;7.45;2.48;1.24;0.00;32.33;12.59;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-151860715_0_1054;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-151878378_0_68;866.58;0;0;98;96;8.39;8.39;4.19;0.00;47.32;12.92;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-151945454#2_0_769;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-151945454#2_1_770;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-151996169_1_13;2052.68;0;11;155;143;21.58;10.79;5.40;0.00;90.97;7.96;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-152110769_0_1443;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-152468885#2_0_63;1085.19;0;0;145;145;12.26;12.26;6.13;0.00;40.81;13.22;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-152468885#2_0_64;1085.19;0;0;145;145;12.26;12.26;6.13;0.00;40.81;13.22;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-153470059#2_1_1194;5391.29;0;0;96;104;121.68;40.56;20.28;0.00;5050.37;0.86;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-153470059#2_2_1193;5391.29;0;0;96;104;121.68;40.56;20.28;0.00;5050.37;0.86;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-155603789#1_0_1291;709.32;0;0;94;95;8.25;8.25;4.12;0.00;53.08;12.79;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-157798419_1_184;674.65;0;0;153;153;14.37;4.79;2.40;0.00;92.85;11.83;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-157798419_2_185;674.65;0;0;153;153;14.37;4.79;2.40;0.00;92.85;11.83;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-158901369_0_760;63.61;0;0;9;9;0.76;0.76;0.38;0.00;3.67;13.19;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-167443079_0_395;4202.05;0;0;465;453;46.94;15.65;7.82;0.00;855.14;10.91;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-167443079_1_396;4202.05;0;0;465;453;46.94;15.65;7.82;0.00;855.14;10.91;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-167443079_2_397;4202.05;0;0;465;453;46.94;15.65;7.82;0.00;855.14;10.91;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-168719672_0_356;1698.43;0;0;250;251;21.31;21.31;10.65;0.00;74.82;13.06;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-176837682_1_174;877.77;0;0;164;164;13.24;3.31;1.65;0.00;2.78;13.77;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-176837682_2_175;877.77;0;0;164;164;13.24;3.31;1.65;0.00;2.78;13.77;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-176837682_3_176;877.77;0;0;164;164;13.24;3.31;1.65;0.00;2.78;13.77;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-185529649_0_195;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-18959384_0_202;1695.41;0;0;279;279;23.81;7.94;3.97;0.00;81.24;13.07;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-18959384_1_203;1695.41;0;0;279;279;23.81;7.94;3.97;0.00;81.24;13.07;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-218270484#1_0_1020;388.34;0;0;88;88;7.45;3.73;1.86;0.00;23.50;13.12;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-218270484#1_1_1021;388.34;0;0;88;88;7.45;3.73;1.86;0.00;23.50;13.12;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-232867856_0_1065;6957.07;0;0;81;71;81.87;81.87;40.93;0.00;6397.99;1.10;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-23967821_0_1008;829.66;0;0;149;149;12.46;6.23;3.12;0.00;20.35;13.28;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-23967821_1_1009;829.66;0;0;149;149;12.46;6.23;3.12;0.00;20.35;13.28;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-241052498#1_0_251;2562.34;0;0;213;218;24.30;12.15;6.08;0.00;765.46;9.69;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-241052498#1_1_252;2562.34;0;0;213;218;24.30;12.15;6.08;0.00;765.46;9.69;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-256851512_1_1523;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-25943198_0_67;5736.78;0;0;90;75;55.21;55.21;27.61;0.00;4999.02;1.79;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-260345666_0_537;182.36;0;0;126;126;10.21;5.10;2.55;0.00;0.02;13.72;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-260510503_0_1241;411.95;0;0;90;90;7.75;2.58;1.29;0.00;21.41;12.91;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-260510503_1_1240;411.95;0;0;90;90;7.75;2.58;1.29;0.00;21.41;12.91;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-260510503_2_1239;411.95;0;0;90;90;7.75;2.58;1.29;0.00;21.41;12.91;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-264448401#5_0_703;12.34;0;0;2;2;0.15;0.15;0.07;0.00;0.00;15.15;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-264448401#5_0_949;12.34;0;0;2;2;0.15;0.15;0.07;0.00;0.00;15.15;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-26753700#1_0_530;1319.69;8;7;150;150;12.93;6.46;3.23;0.00;8.92;13.64;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-26753700#1_1_531;1319.69;8;7;150;150;12.93;6.46;3.23;0.00;8.92;13.64;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-27145307#2_2_1297;426.03;0;0;103;102;8.44;2.81;1.41;0.00;4.76;13.50;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-280614998_0_945;2261.71;0;0;230;219;25.11;25.11;12.56;0.00;616.70;10.05;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-292914314#2_0_1389;1126.33;0;0;118;117;10.34;5.17;2.59;0.00;77.89;12.78;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-292914314#2_1_1390;1126.33;0;0;118;117;10.34;5.17;2.59;0.00;77.89;12.78;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-292944725#1_0_5;1776.45;0;0;230;224;20.60;20.60;10.30;0.00;186.45;12.24;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-29448442#1_0_186;764.54;36;28;170;177;17.72;8.86;4.43;0.00;42.59;12.90;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-29448442#1_1_187;764.54;36;28;170;177;17.72;8.86;4.43;0.00;42.59;12.90;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-29461886#1_0_141;123.58;0;0;17;17;1.36;1.36;0.68;0.00;2.14;13.90;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-29461886#1_0_434;128.62;0;0;17;18;1.41;1.41;0.71;0.00;0.87;14.06;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-304423860#1_0_183;1575.00;45;51;188;184;20.11;20.11;10.06;0.00;94.03;12.92;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-304504212_0_1387;2196.54;0;0;105;116;28.43;28.43;14.21;0.00;1524.58;4.20;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-30816922#3_0_1224;1367.39;44;0;147;191;16.69;16.69;8.34;0.00;110.29;12.70;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-30816922#3_0_359;1327.76;0;0;191;191;16.20;16.20;8.10;0.00;71.33;13.07;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-30816922#3_0_761;1361.50;0;35;189;155;16.61;16.61;8.31;0.00;112.00;12.68;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-30917885#1_0_14;5433.18;23;18;251;256;81.29;27.10;13.55;0.00;3966.75;3.69;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-30917885#1_1_15;5433.18;23;18;251;256;81.29;27.10;13.55;0.00;3966.75;3.69;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-30917885#1_2_16;5433.18;23;18;251;256;81.29;27.10;13.55;0.00;3966.75;3.69;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-310707192#1_1_868;2651.14;0;10;231;217;30.22;15.11;7.55;0.00;1035.45;8.45;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-310719822_0_1075;537.36;0;13;78;64;6.32;3.16;1.58;0.00;2.44;13.60;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-310719822_1_1074;537.36;0;13;78;64;6.32;3.16;1.58;0.00;2.44;13.60;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-31130637_0_188;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-31159465_0_204;2430.73;0;0;331;334;28.63;9.54;4.77;0.00;155.36;12.82;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-31159465_0_320;2479.29;0;0;337;335;29.20;9.73;4.87;0.00;163.73;12.81;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-31159465_0_587;2430.73;0;0;331;334;28.63;9.54;4.77;0.00;155.36;12.82;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-31159465_1_205;2430.73;0;0;331;334;28.63;9.54;4.77;0.00;155.36;12.82;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-31159465_1_321;2479.29;0;0;337;335;29.20;9.73;4.87;0.00;163.73;12.81;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-31159465_1_586;2430.73;0;0;331;334;28.63;9.54;4.77;0.00;155.36;12.82;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-31159465_2_206;2430.73;0;0;331;334;28.63;9.54;4.77;0.00;155.36;12.82;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-31159465_2_322;2479.29;0;0;337;335;29.20;9.73;4.87;0.00;163.73;12.81;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-31159465_2_585;2430.73;0;0;331;334;28.63;9.54;4.77;0.00;155.36;12.82;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-311960667_0_1059;209.61;0;0;48;47;3.93;1.96;0.98;0.00;2.05;13.44;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-314095467_0_800;343.37;0;0;56;55;3.76;1.88;0.94;0.00;3.19;16.28;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-314095467_1_801;343.37;0;0;56;55;3.76;1.88;0.94;0.00;3.19;16.28;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-315156359#2_0_599;389.82;0;0;89;89;7.89;2.63;1.31;0.00;30.27;12.53;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-315156359#2_1_600;389.82;0;0;89;89;7.89;2.63;1.31;0.00;30.27;12.53;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-315156359#2_2_601;389.82;0;0;89;89;7.89;2.63;1.31;0.00;30.27;12.53;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-315156367#2_0_598;156.92;21;11;34;44;4.71;4.71;2.35;0.00;6.21;12.98;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-315202560#1_0_624;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-315202560#1_1_623;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-315825107_0_231;2559.11;29;5;220;250;38.12;19.06;9.53;0.00;1221.45;7.30;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-315825107_1_232;2559.11;29;5;220;250;38.12;19.06;9.53;0.00;1221.45;7.30;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-323443316#2_0_828;367.62;0;0;59;58;4.87;1.62;0.81;0.00;6.00;13.42;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-323443316#2_1_829;367.62;0;0;59;58;4.87;1.62;0.81;0.00;6.00;13.42;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-323443316#2_2_830;367.62;0;0;59;58;4.87;1.62;0.81;0.00;6.00;13.42;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-323443316#2_2_835;367.62;0;0;59;58;4.87;1.62;0.81;0.00;6.00;13.42;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-32958394#2_0_802;766.76;17;7;187;196;16.71;5.57;2.79;0.00;12.14;13.54;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-32958394#2_1_803;766.76;17;7;187;196;16.71;5.57;2.79;0.00;12.14;13.54;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-32958394#2_2_801;766.76;17;7;187;196;16.71;5.57;2.79;0.00;12.14;13.54;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-334724792_0_336;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-334724792_0_348;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-340783854_0_894;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-34182814_0_270;972.16;0;0;128;128;10.52;5.26;2.63;0.00;29.75;13.54;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-34182814_1_271;972.16;0;0;128;128;10.52;5.26;2.63;0.00;29.75;13.54;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-34567685#1_0_574;12.64;0;0;5;5;0.44;0.22;0.11;0.00;0.00;12.71;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-34567685#1_1_575;12.64;0;0;5;5;0.44;0.22;0.11;0.00;0.00;12.71;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-35108720#3_0_101;626.28;0;7;80;72;6.84;6.84;3.42;0.00;33.42;12.90;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-3654343_0_799;2442.96;0;0;211;205;28.29;28.29;14.14;0.00;966.74;8.33;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-366231807#3_0_39;616.07;0;0;77;76;6.79;6.79;3.39;0.00;45.66;12.60;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-366721040#2_0_751;718.12;10;5;71;75;6.53;3.27;1.63;0.00;0.01;13.75;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-366721040#2_1_750;718.12;10;5;71;75;6.53;3.27;1.63;0.00;0.01;13.75;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-368992148_0_378;314.74;0;0;44;44;3.80;3.80;1.90;0.00;10.74;12.85;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-36914644_0_249;1234.87;0;0;174;174;14.50;7.25;3.62;0.00;51.43;13.33;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-36914644_1_250;1234.87;0;0;174;174;14.50;7.25;3.62;0.00;51.43;13.33;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-372036333#2_0_1377;99.43;0;0;13;13;1.06;1.06;0.53;0.00;0.00;13.58;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-37427647#2_0_595;1011.99;0;0;143;143;12.50;12.50;6.25;0.00;64.24;12.71;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-37665392_0_235;2753.67;32;16;401;415;62.02;31.01;15.51;0.00;1198.10;7.76;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-37665392_1_236;2753.67;32;16;401;415;62.02;31.01;15.51;0.00;1198.10;7.76;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-37665415#2_0_227;4339.93;0;20;293;273;54.13;27.06;13.53;0.00;2453.81;6.02;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-37665415#2_0_289;2940.55;0;0;288;293;36.67;18.34;9.17;0.00;1081.93;8.75;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-37665415#2_1_228;4339.93;0;20;293;273;54.13;27.06;13.53;0.00;2453.81;6.02;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-37665502#6_0_230;2439.22;0;13;252;247;24.56;24.56;12.28;0.00;393.06;11.60;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-37665502#6_0_233;2362.53;26;0;223;250;23.79;23.79;11.89;0.00;370.70;11.65;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-37665691#2_0_104;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-37665691#2_0_99;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-37665691#2_1_100;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-37665691#2_1_105;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-37665849_2_802;298.94;0;0;56;56;3.78;1.26;0.63;0.00;0.43;16.45;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-37760229#1_0_869;92.02;0;0;12;14;1.10;1.10;0.55;0.00;1.76;13.21;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-377759895_0_817;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-377759895_1_818;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-381802254_0_103;193.85;0;0;26;26;2.14;2.14;1.07;0.00;1.38;13.51;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-381802254_0_240;192.85;0;0;26;26;2.13;2.13;1.06;0.00;0.37;13.58;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-38349485#1_0_13;995.32;0;0;222;223;21.00;7.00;3.50;0.00;149.58;11.73;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-38349485#1_1_11;995.32;0;0;222;223;21.00;7.00;3.50;0.00;149.58;11.73;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-38349485#1_2_12;995.32;0;0;222;223;21.00;7.00;3.50;0.00;149.58;11.73;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-3845812#1_0_154;692.86;0;0;74;74;6.42;6.42;3.21;0.00;35.53;12.81;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-39168607_0_1522;366.70;0;0;52;54;4.23;4.23;2.12;0.00;7.45;13.73;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-41532483_0_100;148.42;0;0;20;20;1.72;0.86;0.43;0.00;3.39;12.89;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-41532483_1_99;148.42;0;0;20;20;1.72;0.86;0.43;0.00;3.39;12.89;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-41821146#2_0_534;783.80;0;0;147;146;12.24;4.08;2.04;0.00;24.49;13.32;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-41821146#2_1_535;783.80;0;0;147;146;12.24;4.08;2.04;0.00;24.49;13.32;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-41821146#2_2_536;783.80;0;0;147;146;12.24;4.08;2.04;0.00;24.49;13.32;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-41821147#2_0_785;1028.30;0;0;123;121;10.10;5.05;2.53;0.00;29.04;13.32;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-41821147#2_1_786;1028.30;0;0;123;121;10.10;5.05;2.53;0.00;29.04;13.32;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-41821148#2_2_538;312.77;0;0;126;127;10.35;3.45;1.73;0.00;2.93;13.58;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-419896645_0_109;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-419896645_1_110;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-419896654_0_389;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-42150869_0_781;510.32;10;9;172;173;14.98;7.49;3.75;0.00;7.39;13.50;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-42150869_1_782;510.32;10;9;172;173;14.98;7.49;3.75;0.00;7.39;13.50;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-42446215_1_1222;381.65;0;0;176;176;14.69;4.90;2.45;0.00;16.05;13.31;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-42446215_2_1223;381.65;0;0;176;176;14.69;4.90;2.45;0.00;16.05;13.31;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-4363555_0_160;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-4481108#1_1_108;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-4543482#2_0_1296;165.58;0;0;22;26;1.96;1.96;0.98;0.00;7.26;13.72;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-4591307_0_171;2926.28;0;0;118;109;132.82;44.27;22.14;0.00;2718.48;0.99;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-4591307_1_172;2926.28;0;0;118;109;132.82;44.27;22.14;0.00;2718.48;0.99;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-4591307_2_173;2926.28;0;0;118;109;132.82;44.27;22.14;0.00;2718.48;0.99;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-4645383#1_0_228;591.46;0;0;85;85;7.17;7.17;3.59;0.00;14.52;13.17;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-46737749_0_87;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-49075255#4_0_156;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_-500266712_0_74;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
