interval_begin;interval_end;interval_id;interval_sampledSeconds;interval_departed;interval_arrived;interval_entered;interval_left;interval_density;interval_laneDensity;interval_occupancy;interval_waitingTime;interval_timeLoss;interval_speed;interval_vaporized;typedInterval_begin;typedInterval_end;typedInterval_id;typedInterval_type;typedInterval_departed;typedInterval_arrived;typedInterval_entered;typedInterval_left;typedInterval_sampledSeconds;typedInterval_density;typedInterval_occupancy;typedInterval_waitingTime;typedInterval_timeLoss;typedInterval_speed;typedInterval_vaporized
28800.00;29700.00;e1Detector_-51476080_0_425;1124.13;0;0;120;118;10.50;10.50;5.25;0.00;113.25;12.50;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-51508352#4_0_430;1092.39;0;0;130;129;11.82;11.82;5.91;0.00;131.84;12.17;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-53178982_0_1276;69.53;0;0;10;10;0.82;0.82;0.41;0.00;0.00;13.59;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-53178982_0_1277;69.53;0;0;10;10;0.82;0.82;0.41;0.00;0.00;13.59;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-53178982_0_1278;69.53;0;0;10;10;0.82;0.82;0.41;0.00;0.00;13.59;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-53298708#2_0_977;95.14;9;2;85;92;7.57;1.89;0.95;0.00;0.39;13.80;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-53298708#2_1_978;95.14;9;2;85;92;7.57;1.89;0.95;0.00;0.39;13.80;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-53298708#2_2_979;95.14;9;2;85;92;7.57;1.89;0.95;0.00;0.39;13.80;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-53298708#2_3_980;95.14;9;2;85;92;7.57;1.89;0.95;0.00;0.39;13.80;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-543004597#2_1_625;1758.14;0;0;208;207;18.01;9.01;4.50;0.00;112.91;12.80;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-55970918#1_0_1408;375.84;0;0;50;50;4.09;2.05;1.02;0.00;2.76;13.57;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-55970918#1_0_1412;374.48;0;0;50;50;4.08;2.04;1.02;0.00;1.39;13.62;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-55970918#1_1_1409;375.84;0;0;50;50;4.09;2.05;1.02;0.00;2.76;13.57;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-55970918#1_1_1413;374.48;0;0;50;50;4.08;2.04;1.02;0.00;1.39;13.62;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-575067078_0_252;6051.14;0;0;261;233;59.92;14.98;7.49;0.00;3972.50;4.76;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-575067078_1_253;6051.14;0;0;261;233;59.92;14.98;7.49;0.00;3972.50;4.76;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-575067078_1_259;2239.75;0;0;266;265;22.18;5.55;2.77;0.00;86.21;13.31;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-575067078_2_254;6051.14;0;0;261;233;59.92;14.98;7.49;0.00;3972.50;4.76;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-575067078_2_260;2239.75;0;0;266;265;22.18;5.55;2.77;0.00;86.21;13.31;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-575067078_3_255;6051.14;0;0;261;233;59.92;14.98;7.49;0.00;3972.50;4.76;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-575067078_3_261;2239.75;0;0;266;265;22.18;5.55;2.77;0.00;86.21;13.31;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-584745737#1_0_243;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-592844775#4_0_161;230.82;0;0;32;32;2.61;2.61;1.30;0.00;3.50;13.64;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-610857387_0_118;323.23;0;0;102;102;8.89;8.89;4.44;0.00;21.27;12.75;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-621817219_0_353;1207.68;0;0;298;296;24.85;8.28;4.14;0.00;38.05;13.27;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-621817219_1_354;1207.68;0;0;298;296;24.85;8.28;4.14;0.00;38.05;13.27;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-621817219_2_355;1207.68;0;0;298;296;24.85;8.28;4.14;0.00;38.05;13.27;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-622091754#1_0_352;1166.44;0;0;159;157;13.09;13.09;6.55;0.00;37.48;13.37;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-629519738_0_97;1239.08;15;2;185;198;17.33;8.66;4.33;0.00;79.03;12.83;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-629519738_1_96;1239.08;15;2;185;198;17.33;8.66;4.33;0.00;79.03;12.83;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-80239245_0_61;1599.08;0;14;198;182;18.08;18.08;9.04;0.00;184.08;12.08;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-86414062_0_282;450.78;0;14;71;57;5.80;2.90;1.45;0.00;3.42;13.61;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-86414062_1_283;450.78;0;14;71;57;5.80;2.90;1.45;0.00;3.42;13.61;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-88714905#4_0_266;934.88;0;0;118;117;10.19;5.10;2.55;0.00;37.64;12.86;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-88714905#4_1_265;934.88;0;0;118;117;10.19;5.10;2.55;0.00;37.64;12.86;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-89840540_0_246;1850.94;0;0;265;262;23.04;7.68;3.84;0.00;159.07;12.67;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-89840540_1_247;1850.94;0;0;265;262;23.04;7.68;3.84;0.00;159.07;12.67;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-89840540_2_248;1850.94;0;0;265;262;23.04;7.68;3.84;0.00;159.07;12.67;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-89840550#1_0_1;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-89840550#1_0_156;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-89840550#1_0_2;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-89840550#1_0_463;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-89840550#1_0_464;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-90236827_0_1274;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-97241128_0_1122;2026.48;24;0;258;279;23.81;7.94;3.97;0.00;110.30;13.11;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-97241128_1_1123;2026.48;24;0;258;279;23.81;7.94;3.97;0.00;110.30;13.11;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-97241128_2_1124;2026.48;24;0;258;279;23.81;7.94;3.97;0.00;110.30;13.11;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_10073617#0.374_0_190;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_10073617#0.374_1_191;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_10073617#0.374_2_192;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_10100891#0_2_129;103.78;0;0;49;49;4.07;1.02;0.51;0.00;2.47;13.37;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_10100891#0_3_128;103.78;0;0;49;49;4.07;1.02;0.51;0.00;2.47;13.37;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_102602041_1_1369;774.20;0;0;190;181;33.76;11.25;5.63;0.00;420.35;6.21;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_102602041_2_1368;774.20;0;0;190;181;33.76;11.25;5.63;0.00;420.35;6.21;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_10410486_0_744;588.34;0;0;79;78;6.70;3.35;1.67;0.00;27.21;13.05;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_10410486_0_745;588.34;0;0;79;78;6.70;3.35;1.67;0.00;27.21;13.05;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_10410486_1_743;588.34;0;0;79;78;6.70;3.35;1.67;0.00;27.21;13.05;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_10410486_1_746;588.34;0;0;79;78;6.70;3.35;1.67;0.00;27.21;13.05;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_112572407_0_124;416.10;0;0;78;78;6.62;6.62;3.31;0.00;16.14;13.10;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_112958696#0.582_0_198;506.83;18;14;157;160;14.59;3.65;1.82;0.00;18.14;13.32;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_112958696#0.582_1_199;506.83;18;14;157;160;14.59;3.65;1.82;0.00;18.14;13.32;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_112958696#0.582_2_200;506.83;18;14;157;160;14.59;3.65;1.82;0.00;18.14;13.32;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_112958696#0.582_3_201;506.83;18;14;157;160;14.59;3.65;1.82;0.00;18.14;13.32;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_114254840#0_0_76;93.09;0;0;87;87;7.29;7.29;3.64;0.00;3.38;13.26;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_114275402_0_454;1414.15;0;0;166;163;14.53;7.26;3.63;0.00;117.76;12.58;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_114275402_1_455;1414.15;0;0;166;163;14.53;7.26;3.63;0.00;117.76;12.58;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_11536962#0_0_1491;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_11536962#0_1_1490;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_115956658_0_255;1745.17;0;0;130;127;18.45;9.22;4.61;0.00;101.97;7.73;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_115956658_1_254;1745.17;0;0;130;127;18.45;9.22;4.61;0.00;101.97;7.73;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_118282022#0_0_88;2436.73;29;24;231;234;21.17;7.06;3.53;0.00;39.98;13.59;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_118282022#0_1_89;2436.73;29;24;231;234;21.17;7.06;3.53;0.00;39.98;13.59;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_120208450#0_0_715;93.40;0;0;13;12;0.99;0.50;0.25;0.00;0.00;14.19;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_120208450#0_1_714;93.40;0;0;13;12;0.99;0.50;0.25;0.00;0.00;14.19;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_124559493_0_570;317.42;0;0;69;69;5.56;2.78;1.39;0.00;1.78;13.80;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_124559493_1_571;317.42;0;0;69;69;5.56;2.78;1.39;0.00;1.78;13.80;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_125136376#0_0_998;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_125136376#0_1_999;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_126760937#0_0_99;1308.67;0;0;131;130;10.93;5.46;2.73;0.00;33.75;13.32;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_126760937#0_1_100;1308.67;0;0;131;130;10.93;5.46;2.73;0.00;33.75;13.32;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_127977585_0_332;1161.97;0;17;167;149;14.15;4.72;2.36;0.00;65.03;13.11;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_127977585_0_55;1180.88;0;0;170;170;14.38;4.79;2.40;0.00;62.91;13.14;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_127977585_1_331;1161.97;0;17;167;149;14.15;4.72;2.36;0.00;65.03;13.11;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_127977585_1_54;1180.88;0;0;170;170;14.38;4.79;2.40;0.00;62.91;13.14;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_127977585_2_330;1161.97;0;17;167;149;14.15;4.72;2.36;0.00;65.03;13.11;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_127977585_2_53;1180.88;0;0;170;170;14.38;4.79;2.40;0.00;62.91;13.14;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_132804156#0_0_1439;388.76;0;0;74;73;6.03;2.01;1.00;0.00;3.56;13.62;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_132804156#0_1_1438;388.76;0;0;74;73;6.03;2.01;1.00;0.00;3.56;13.62;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_132804156#0_2_1437;388.76;0;0;74;73;6.03;2.01;1.00;0.00;3.56;13.62;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_134171421#0_0_1425;112.97;0;0;28;28;2.24;0.45;0.22;0.00;1.04;13.91;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_134171421#0_1_1426;112.97;0;0;28;28;2.24;0.45;0.22;0.00;1.04;13.91;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_134171421#0_2_1427;112.97;0;0;28;28;2.24;0.45;0.22;0.00;1.04;13.91;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_134171421#0_3_1428;112.97;0;0;28;28;2.24;0.45;0.22;0.00;1.04;13.91;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_134171421#0_4_1429;112.97;0;0;28;28;2.24;0.45;0.22;0.00;1.04;13.91;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_134171442_0_490;101.46;0;0;54;54;4.51;4.51;2.25;0.00;3.00;13.32;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_134171443_0_881;359.92;0;0;53;53;4.30;1.43;0.72;0.00;0.01;13.71;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_134171443_1_882;359.92;0;0;53;53;4.30;1.43;0.72;0.00;0.01;13.71;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_134171443_2_883;359.92;0;0;53;53;4.30;1.43;0.72;0.00;0.01;13.71;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_134171457#0_0_1434;184.53;0;0;64;64;5.23;1.74;0.87;0.00;0.87;13.61;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_134171457#0_1_1435;184.53;0;0;64;64;5.23;1.74;0.87;0.00;0.87;13.61;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_134171457#0_2_1436;184.53;0;0;64;64;5.23;1.74;0.87;0.00;0.87;13.61;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_134932938_0_815;200.05;0;0;67;67;5.48;2.74;1.37;0.00;3.29;13.58;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_134932938_1_816;200.05;0;0;67;67;5.48;2.74;1.37;0.00;3.29;13.58;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_141226245#0_1_1110;80.62;0;0;76;76;6.47;3.23;1.62;0.00;5.43;13.06;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_141432703#0_0_79;1278.91;29;24;229;233;21.75;7.25;3.62;0.00;76.92;13.14;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_141432703#0_1_80;1278.91;29;24;229;233;21.75;7.25;3.62;0.00;76.92;13.14;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_141432703#0_2_81;1278.91;29;24;229;233;21.75;7.25;3.62;0.00;76.92;13.14;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_142687253_0_378;13.23;0;0;26;26;2.41;2.41;1.21;0.00;1.62;11.97;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_142757319_2_836;101.89;0;0;17;17;1.15;0.38;0.19;0.00;1.13;16.49;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_142771970#0_0_996;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_142771970#0_1_997;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_142808368_0_1292;379.13;0;0;54;54;4.42;4.42;2.21;0.00;7.92;13.59;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_142970760_1_292;47.41;0;0;8;8;0.52;0.26;0.13;0.00;1.46;17.24;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_14328032#0_0_1519;15.21;0;0;2;2;0.18;0.18;0.09;0.00;0.00;12.40;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_14328335_0_107;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_143304972#0_0_194;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_143558083#0_0_448;486.09;0;0;60;58;4.95;2.48;1.24;0.00;8.92;13.41;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_143558083#0_0_843;495.74;0;0;62;62;5.05;2.52;1.26;0.00;0.03;13.64;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_143558083#0_1_449;486.09;0;0;60;58;4.95;2.48;1.24;0.00;8.92;13.41;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_144135873_1_261;2343.67;0;0;336;333;27.91;9.30;4.65;0.00;89.85;13.27;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_144278190#0_0_857;3424.95;167;145;469;486;52.14;10.43;5.21;0.00;64.25;13.48;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_144278190#0_1_858;3424.95;167;145;469;486;52.14;10.43;5.21;0.00;64.25;13.48;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_144278190#0_2_859;3424.95;167;145;469;486;52.14;10.43;5.21;0.00;64.25;13.48;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_144278190#0_3_860;3424.95;167;145;469;486;52.14;10.43;5.21;0.00;64.25;13.48;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_144278190#0_4_861;3424.95;167;145;469;486;52.14;10.43;5.21;0.00;64.25;13.48;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_144279540#0_0_136;12981.26;0;0;685;634;135.73;33.93;16.97;0.00;7916.75;5.37;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_144279540#0_1_135;12981.26;0;0;685;634;135.73;33.93;16.97;0.00;7916.75;5.37;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_144279540#0_2_134;12981.26;0;0;685;634;135.73;33.93;16.97;0.00;7916.75;5.37;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_144279540#0_3_133;12981.26;0;0;685;634;135.73;33.93;16.97;0.00;7916.75;5.37;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_144410972#0_0_637;807.32;0;6;108;102;9.29;4.64;2.32;0.00;44.81;12.92;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_144410972#0_1_638;807.32;0;6;108;102;9.29;4.64;2.32;0.00;44.81;12.92;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_144410974#0_0_267;150.18;0;0;103;103;9.14;4.57;2.28;0.00;16.15;12.52;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_144410974#0_1_268;150.18;0;0;103;103;9.14;4.57;2.28;0.00;16.15;12.52;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_144412085#0_0_244;1047.08;0;10;131;121;10.88;5.44;2.72;0.00;42.80;13.38;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_144412085#0_1_245;1047.08;0;10;131;121;10.88;5.44;2.72;0.00;42.80;13.38;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_144435600#0_0_128;280.65;26;13;78;91;8.50;4.25;2.12;0.00;3.27;13.60;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_144435600#0_0_50;280.65;26;13;78;91;8.50;4.25;2.12;0.00;3.27;13.60;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_144435600#0_1_127;280.65;26;13;78;91;8.50;4.25;2.12;0.00;3.27;13.60;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_144435600#0_1_49;280.65;26;13;78;91;8.50;4.25;2.12;0.00;3.27;13.60;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_144692953_0_87;3126.08;0;0;310;309;36.39;18.19;9.10;0.00;983.25;9.45;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_144692953_0_93;2496.96;0;0;324;317;29.07;14.53;7.27;0.00;274.98;12.24;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_145178196#0_0_787;255.55;0;0;33;33;2.65;1.33;0.66;0.00;4.68;13.82;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_145178196#0_1_788;255.55;0;0;33;33;2.65;1.33;0.66;0.00;4.68;13.82;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_145178215#0_0_138;478.05;0;0;68;67;5.60;2.80;1.40;0.00;11.97;13.37;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_145178215#0_0_783;477.77;7;0;61;68;5.60;2.80;1.40;0.00;7.83;13.49;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_145178215#0_1_139;478.05;0;0;68;67;5.60;2.80;1.40;0.00;11.97;13.37;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_145178215#0_1_784;477.77;7;0;61;68;5.60;2.80;1.40;0.00;7.83;13.49;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_145628202#0_0_459;2504.24;0;0;285;284;25.13;12.56;6.28;0.00;202.08;12.58;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_145628202#0_1_460;2504.24;0;0;285;284;25.13;12.56;6.28;0.00;202.08;12.58;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_145981895_0_491;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146003140#0_0_94;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146003140#0_1_95;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146007626_0_874;604.47;0;0;130;130;10.69;2.67;1.34;0.00;7.08;13.52;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146007626_1_875;604.47;0;0;130;130;10.69;2.67;1.34;0.00;7.08;13.52;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146007626_2_876;604.47;0;0;130;130;10.69;2.67;1.34;0.00;7.08;13.52;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146007626_3_877;604.47;0;0;130;130;10.69;2.67;1.34;0.00;7.08;13.52;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146050879_1_404;481.17;0;0;77;77;6.16;3.08;1.54;0.00;12.11;13.88;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146050887_0_401;1957.10;0;0;256;254;25.94;8.65;4.32;0.00;397.92;10.92;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146050887_1_402;1957.10;0;0;256;254;25.94;8.65;4.32;0.00;397.92;10.92;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146050887_2_403;1957.10;0;0;256;254;25.94;8.65;4.32;0.00;397.92;10.92;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146234212_0_196;734.09;0;0;116;116;9.59;4.80;2.40;0.00;21.28;13.43;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146234212_1_197;734.09;0;0;116;116;9.59;4.80;2.40;0.00;21.28;13.43;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146234214_0_323;2027.50;0;0;279;277;23.92;7.97;3.99;0.00;139.09;12.89;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146234214_1_324;2027.50;0;0;279;277;23.92;7.97;3.99;0.00;139.09;12.89;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146234214_2_325;2027.50;0;0;279;277;23.92;7.97;3.99;0.00;139.09;12.89;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146256531_0_313;522.15;0;0;127;125;10.63;5.32;2.66;0.00;9.85;13.22;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146256531_1_312;522.15;0;0;127;125;10.63;5.32;2.66;0.00;9.85;13.22;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146504815_0_487;2016.29;22;37;284;265;26.39;8.80;4.40;0.00;132.11;12.81;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146504815_1_486;2016.29;22;37;284;265;26.39;8.80;4.40;0.00;132.11;12.81;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146504815_2_485;2016.29;22;37;284;265;26.39;8.80;4.40;0.00;132.11;12.81;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146537576_0_502;459.66;0;0;69;69;5.65;1.88;0.94;0.00;12.48;13.56;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146537576_1_501;459.66;0;0;69;69;5.65;1.88;0.94;0.00;12.48;13.56;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146537576_2_500;459.66;0;0;69;69;5.65;1.88;0.94;0.00;12.48;13.56;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146630737#0.88_0_145;340.50;0;0;85;85;6.71;2.24;1.12;0.00;0.24;14.08;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146630737#0.88_1_146;340.50;0;0;85;85;6.71;2.24;1.12;0.00;0.24;14.08;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146630737#0.88_2_147;340.50;0;0;85;85;6.71;2.24;1.12;0.00;0.24;14.08;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146631481#0_0_472;700.31;17;14;140;141;12.90;4.30;2.15;0.00;14.08;13.48;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146631481#0_1_473;700.31;17;14;140;141;12.90;4.30;2.15;0.00;14.08;13.48;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146631481#0_2_474;700.31;17;14;140;141;12.90;4.30;2.15;0.00;14.08;13.48;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146632728_1_738;177.97;0;0;29;29;1.91;0.64;0.32;0.00;0.89;16.89;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_146632728_2_739;177.97;0;0;29;29;1.91;0.64;0.32;0.00;0.89;16.89;;;;;;;;;;;;;;;;
